Loyalty#,cluster_behavior_agglomerative_ward,cluster_value_agglomerative_ward,agglomerative_ward_behavior_level,agglomerative_ward_value_level,agglomerative_ward_final_segment
931537,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931622,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
931657,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
931701,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
931828,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
931834,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
931914,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932100,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
932233,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932244,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
932249,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932261,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
932270,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932323,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
932363,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
932405,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932453,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932513,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932526,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
932572,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932599,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
932623,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932745,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
932748,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
932823,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
932973,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933053,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
933187,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
933208,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
933233,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933251,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
933259,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933552,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
933642,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933656,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933682,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
933707,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933779,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
933807,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933848,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
933865,2,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
933968,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934134,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934150,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
934212,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934235,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934267,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934271,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
934280,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934529,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
934577,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
934604,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934893,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
934912,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
935068,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935110,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
935161,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935235,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935253,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935274,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935313,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
935328,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935420,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935504,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935570,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935665,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
935738,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
935836,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
935862,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
935876,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936010,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
936044,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
936088,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936211,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936214,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936232,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
936273,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936305,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936319,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936440,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936547,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936570,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
936603,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
936612,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
936723,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
936761,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
936860,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
937030,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937065,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937071,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
937127,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937163,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937228,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937250,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937254,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
937312,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937385,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937418,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937430,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937476,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937484,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
937512,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
937638,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937645,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937662,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937742,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937788,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937849,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
937862,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937911,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937922,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937946,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
937956,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
937976,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
938031,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938093,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938126,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
938323,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938324,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938482,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
938516,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938603,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938628,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938636,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938719,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
938822,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938830,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
938873,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938914,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
938981,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
939074,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
939094,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
939098,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939103,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939204,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
939238,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
939289,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
939319,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939320,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
939333,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
939399,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
939428,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939431,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939466,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939474,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
939485,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939521,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
939562,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939571,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
939593,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
939683,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939741,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939752,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939760,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
939766,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939856,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
939932,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939961,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
939992,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
940156,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940187,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
940200,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
940213,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940249,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
940256,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940523,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
940711,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940760,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940796,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940822,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
940874,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
940901,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
940904,2,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
941064,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941092,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
941109,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941122,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941127,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941170,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941194,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
941324,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
941361,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941380,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941545,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
941621,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
941679,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941683,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941719,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
941852,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
941865,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941882,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
941984,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942017,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
942083,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942102,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942189,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
942191,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
942194,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
942287,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
942355,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942403,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942413,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942535,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
942601,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942681,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942685,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
942703,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942779,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942819,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
942926,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
942952,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
942984,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
943048,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943056,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
943068,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943195,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
943211,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943236,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
943380,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943393,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
943425,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
943460,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943553,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943602,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
943647,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
943668,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
943756,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943775,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943804,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
943997,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
944035,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944093,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944124,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944243,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
944261,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944355,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944454,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
944491,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
944506,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944541,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944636,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
944702,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
944750,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944810,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944821,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944855,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
944980,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945014,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945015,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
945037,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945050,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
945064,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945091,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945133,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945166,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945199,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
945379,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
945430,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945455,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
945479,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945485,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945703,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
945761,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
945765,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
945780,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
